"Step","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (OpenMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (FixMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (MTC) - Unseen-class ratio over conf 0.95","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (MTC) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (IOMatch) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (SafeStudent) - Unseen-class ratio over conf 0.95__MAX","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MIN","Grouped runs (CaliMatch) - Unseen-class ratio over conf 0.95__MAX"
"77","0.4792047023773193","0.4637453556060791","0.49159467220306396","0.5921898007392883","0.5736193060874939","0.6001332998275757","0.6100053668022156","0.5269482731819153","0.6853658556938171","0.5869284033775329","0.5786325931549072","0.5969655513763428","0.3044662714004517","0.267632395029068","0.35597407817840576","0.21579151352246603","0.15925028920173645","0.2908084988594055"
"78","0.49456949532032013","0.48374539613723755","0.49907174706459045","0.5900042057037354","0.5693806409835815","0.600978434085846","0.585574460029602","0.478315532207489","0.7313829660415649","0.5845659971237183","0.5711628198623657","0.5970081090927124","0.32477256655693054","0.297044575214386","0.35497480630874634","0.2673456569512685","0.14670926332473755","0.41576847434043884"
"79","0.4870723560452461","0.48373955488204956","0.49161630868911743","0.5926444292068481","0.5795893669128418","0.6005174517631531","0.6230838179588318","0.5586088299751282","0.6772260069847107","0.581164276599884","0.568695068359375","0.5962859392166138","0.32381272315979004","0.2663610875606537","0.3840530216693878","0.21506869296232858","0.15449148416519165","0.2701728343963623"
"80","0.48372602462768555","0.46893250942230225","0.49528926610946655","0.5904988884925843","0.5788781642913818","0.6021652817726135","0.6113400816917419","0.4994138479232788","0.7457305788993835","0.5804134845733643","0.5643107295036316","0.5970194935798645","0.3072096943855286","0.2683531641960144","0.3770413100719452","0.2682363341252009","0.19156993925571442","0.3809099793434143"
"81","0.48867067694664","0.4750143885612488","0.494162917137146","0.5930636048316955","0.5858129858970642","0.6006303429603577","0.6473446607589721","0.5251798629760742","0.7247098088264465","0.5865117192268372","0.5748985409736633","0.5978502035140991","0.34973846673965453","0.3314536213874817","0.3940841555595398","0.2023339420557022","0.13310185074806213","0.2766290605068207"
"82","0.49011455476284027","0.4729827642440796","0.49802371859550476","0.5932994604110717","0.5850995779037476","0.6016643643379211","0.6572551131248474","0.5437185764312744","0.7476780414581299","0.5854270935058594","0.574822723865509","0.5981332063674927","0.35356343984603883","0.3355851173400879","0.386579692363739","0.2103851636250814","0.16048328578472137","0.30566298961639404"
"83","0.49371595680713654","0.47724679112434387","0.5024377107620239","0.5934563279151917","0.5860292315483093","0.6005977392196655","0.6324422121047973","0.5022830963134766","0.7279411554336548","0.5842990040779114","0.5757444500923157","0.5985180735588074","0.35412495732307436","0.3286493420600891","0.40169936418533325","0.1962736447652181","0.13535736501216888","0.2571820914745331"
"84","0.4958888590335846","0.4803009629249573","0.5015707015991211","0.5924777626991272","0.5849146842956543","0.6003342866897583","0.6402973175048828","0.5100603699684143","0.7153965830802917","0.585761833190918","0.5791038274765015","0.5977991819381714","0.35294796228408815","0.32568132877349854","0.404030442237854","0.196571817000707","0.15036946535110474","0.24393151700496674"
"85","0.4943663254380226","0.47636178135871887","0.502701997756958","0.5933520555496216","0.5867387652397156","0.6027043461799622","0.6229804635047913","0.5025795102119446","0.7291105389595032","0.5841952204704285","0.5739315748214722","0.5966811776161194","0.35667320489883425","0.33066612482070923","0.4063279926776886","0.19387347002824148","0.15985769033432007","0.23174983263015747"
"86","0.49635378271341324","0.48148655891418457","0.5053353309631348","0.5928083181381225","0.583454430103302","0.6022197604179382","0.6127812206745148","0.42027267813682556","0.7454545497894287","0.5827369928359986","0.5729026794433594","0.5967530012130737","0.3635865330696106","0.3378280997276306","0.40560564398765564","0.21152776976426443","0.14415989816188812","0.2706986367702484"
"87","0.4960057958960533","0.4892006516456604","0.5006211996078491","0.5887757658958435","0.580045223236084","0.6006672382354736","0.6328508794307709","0.4981432259082794","0.7030128836631775","0.5845381617546082","0.5730940699577332","0.5975775718688965","0.3606314778327942","0.3478260934352875","0.4067493975162506","0.21890672047932944","0.13859274983406067","0.2920246720314026"
"88","0.49524713307619095","0.4899590313434601","0.5033843517303467","0.5926745295524597","0.5749298930168152","0.6007196307182312","0.6422308325767517","0.5112165808677673","0.7186761498451233","0.583690881729126","0.5745481848716736","0.5974864959716797","0.3647082030773163","0.33823227882385254","0.410944402217865","0.2114783152937889","0.12151088565587997","0.2829263210296631"
"89","0.49745048582553864","0.4795280694961548","0.5059219598770142","0.5898730397224426","0.5781814455986023","0.5986263751983643","0.6109590888023376","0.4705236256122589","0.7173553705215454","0.5855511665344239","0.5754535794258118","0.5979397296905518","0.36117714643478394","0.3371627926826477","0.40495795011520386","0.176868570347627","0.1123070940375328","0.24823787808418274"
"90","0.4975336864590645","0.4878476858139038","0.5030533671379089","0.5893336296081543","0.5801845788955688","0.5984562039375305","0.6101386845111847","0.4134920537471771","0.737051784992218","0.5849552154541016","0.5734149217605591","0.5975573062896729","0.36497837901115415","0.3391437232494354","0.41030383110046387","0.19158212343851724","0.11279742419719696","0.2447575032711029"
"91","0.49701326340436935","0.48207423090934753","0.5066980123519897","0.5899725675582885","0.5814191699028015","0.598728358745575","0.6458796739578248","0.5458860993385315","0.7600896954536438","0.5813719153404235","0.5651498436927795","0.5973408818244934","0.3680630028247833","0.34117767214775085","0.4177049696445465","0.17536080131928125","0.08223948627710342","0.2559504806995392"
"92","0.5029558688402176","0.49688535928726196","0.506600558757782","0.5852550148963929","0.5643982291221619","0.5985482335090637","0.6348795413970947","0.5338674187660217","0.7463235259056091","0.5805879592895508","0.564625084400177","0.595552384853363","0.3688077092170715","0.3481399714946747","0.4039853513240814","0.17503510415554047","0.11645340919494629","0.24719101190567017"
"93","0.4955630227923393","0.48522883653640747","0.5012742877006531","0.5902007579803467","0.5804867744445801","0.5993303656578064","0.5985814929008484","0.4855692982673645","0.7412480711936951","0.5812333822250366","0.5693283081054688","0.5962260365486145","0.36152438521385194","0.33972853422164917","0.4087882936000824","0.14920414239168167","0.1085972860455513","0.1748395711183548"
"94","0.4985544681549072","0.4959436058998108","0.5005232095718384","0.588591742515564","0.5806997418403625","0.5995736718177795","0.6607101798057556","0.5402397513389587","0.7795031070709229","0.5827973246574402","0.5699815154075623","0.5968215465545654","0.365332293510437","0.34643760323524475","0.40705612301826477","0.18199269970258078","0.1337290108203888","0.2321174293756485"
"95","0.5068209568659464","0.5021157264709473","0.513138473033905","0.5925457358360291","0.5816242694854736","0.5998490452766418","0.6181205570697784","0.4792196750640869","0.7283018827438354","0.5804090142250061","0.5612198710441589","0.5962210893630981","0.36889129877090454","0.3459106981754303","0.42151615023612976","0.21287438521782556","0.11291369050741196","0.3326076567173004"
"96","0.5078306992848715","0.5021189451217651","0.5140007734298706","0.5941338896751404","0.5837761759757996","0.6000100374221802","0.6028980731964111","0.4413982033729553","0.6867132782936096","0.5829072833061218","0.571689248085022","0.5965969562530518","0.36669684648513795","0.3435632586479187","0.4123382270336151","0.17041502396265665","0.12188577651977539","0.21410521864891052"
"97","0.504578431447347","0.5001631379127502","0.5098152160644531","0.5945129752159118","0.5878748893737793","0.6001004576683044","0.6272461354732514","0.468973308801651","0.7340425252914429","0.5812137126922607","0.5680383443832397","0.5959550142288208","0.3706796884536743","0.3488371968269348","0.41637539863586426","0.18903719385464987","0.10886570811271667","0.3087413012981415"
"98","0.5042891502380371","0.5001702904701233","0.5104599595069885","0.5949263334274292","0.5871044397354126","0.5999698638916016","0.627133971452713","0.4683026671409607","0.7795389294624329","0.5824536681175232","0.5734094977378845","0.5949302911758423","0.3673648715019226","0.3500955402851105","0.40840306878089905","0.20204267154137293","0.11753421276807785","0.2740863859653473"
"99","0.5033845901489258","0.49510395526885986","0.5110259056091309","0.5943459510803223","0.5852097272872925","0.5997286438941956","0.6304880201816558","0.4974463880062103","0.725978672504425","0.5748531103134156","0.5575296878814697","0.5957663059234619","0.3721529424190521","0.34452152252197266","0.4162317216396332","0.2063812812169393","0.11592715978622437","0.33978211879730225"
